,price
249,12.936033799212835
3236,12.746942390644541
3562,12.449018824140563
535,13.329377546788654
509,12.211060187041213
66,12.84761069235689
188,12.909170156943286
219,13.120361374733656
1242,12.84183167998138
244,12.644327576461329
835,12.65714826489039
1276,12.611537753638338
3022,13.742939865129438
1504,13.07064894171765
1129,12.93313804429358
596,13.337474757021274
2324,13.208541073645382
758,13.270869585703553
654,13.491164501140902
15,12.398756989359676
2465,13.279367126213993
3775,13.87377946608825
1865,11.993498045565198
1336,11.982929094215963
879,13.081541382884074
3334,12.904207367601158
1979,12.782686009834167
1473,13.287877815881902
144,12.812435696005227
388,13.800396920154226
4271,13.180632285528304
3962,13.304684934198283
2804,13.38472764187182
2411,13.635187003832993
2214,12.300928176542852
2049,12.793859310432293
3540,13.010313873595706
3339,12.611371073081239
1744,13.112313041550827
2263,13.873307656690491
688,12.314927050442256
317,12.90669184092882
2384,13.262125319779487
1547,13.217673557208654
2727,13.554145793829866
4337,13.415032991367148
1018,12.175613438045465
177,12.814478597635029
50,13.353475098367715
958,12.866179972011919
64,13.345506928718539
1774,12.498742259492994
4140,13.155798153490567
2081,13.005829561148378
1191,12.894207284266574
399,12.545931996540345
4235,12.845291484064564
3251,12.886641043883259
4007,13.017002861746503
1762,12.983101310070822
1813,14.076335176246172
2164,12.388394202324129
1667,12.560244459250788
461,13.592367006650065
3558,13.51169910358261
2535,13.545145673721107
1559,11.951180395901384
2102,13.199231821660906
4102,12.254862809699606
2047,13.287029998959563
899,13.091904169919621
4172,13.487700694421713
386,12.998499390181943
3501,12.216022976383341
4218,13.345186877507613
2604,12.834681304952548
2772,14.914122846632385
4042,14.077874822431765
2600,12.301382825334498
191,12.656989016542255
1475,12.254862809699606
200,13.544095457976365
2281,12.578670150012721
4546,12.577593097585401
3126,13.062615496138552
3193,13.493926933836812
565,12.323855681186558
1386,14.28551418721001
3759,13.919870573288517
1765,13.635187003832993
4292,13.367659733359671
2299,13.151922179645874
2887,13.742939865129438
2877,13.102058624063964
929,13.180632285528304
2065,13.513053199930338
4322,13.02915099568215
3499,14.143230317447586
1240,13.345506928718539
2198,13.232114241363448
1917,12.343658308482738
1287,13.043320170063875
1881,12.8802918162046
2846,14.603967918328545
3877,12.779873068457553
71,13.571526340778213
390,13.641038116113718
2231,13.38472764187182
1334,12.834681304952548
169,12.873902018105829
743,13.071070083016778
3965,13.41652441595382
951,12.911642346088676
4148,13.764217263576723
190,11.824079893607152
2688,13.499429010990795
2764,12.644327576461329
2810,12.641096555879882
97,12.860738839271837
4166,13.217673557208654
1183,12.97502278950562
368,13.399995114002609
3552,12.367340793126296
3964,14.368245584807475
2824,12.971307902484373
3538,13.370784735902808
3814,12.983101310070822
1093,12.449018824140563
2605,13.81451005763069
4375,13.835313185260453
3341,12.41186655850927
316,13.329377546788654
132,12.254862809699606
4312,12.445089546000673
1953,12.274198474577775
299,12.25462468611234
2697,12.983101310070822
1180,12.594730635321957
4323,12.89921982609012
616,13.049792684569493
4596,13.188775142922957
1059,13.336538835312188
5,13.102160670086809
4351,8.961879012677683
3741,12.821258284620408
3474,13.072290390769888
2729,12.706847933442663
3658,12.400816722322686
3182,13.345506928718539
4190,12.429216196844383
703,13.558034327569558
369,12.758519943986984
1128,14.253765488895429
3397,12.468436909997665
3088,12.873389066055598
3141,12.959844447906553
414,14.130321297804308
3630,13.748301808270824
211,12.751299696013497
4269,13.526494262499357
2882,13.215853720491667
3015,12.834681304952548
3865,13.114331205707064
4013,13.196078415226609
4066,13.081541382884074
2718,13.74937075545973
940,13.304601597392535
1451,12.409421569516203
4594,12.257783709781242
2443,13.933293593620657
713,12.618182296357007
4404,12.50236209921449
1078,13.203943364396752
4560,11.792449349720545
3411,12.618182296357007
3662,12.9190224533863
361,13.180632285528304
3450,12.66032791780777
2139,14.018451401960965
3496,14.503645196700676
779,13.487006490992238
3586,12.891691559669328
890,13.693342923990066
1270,12.765688433465597
796,12.421184025147118
2106,13.081541382884074
4078,13.57966163415251
3183,13.180632285528304
1828,12.89921982609012
519,11.957611286231675
4270,13.3999193535571
2707,13.019222618484815
936,12.511017357532783
351,13.482133526250363
2111,12.636392954636515
365,12.987688474077727
1680,13.617059619240436
2744,12.859438956078275
4592,12.441065713201533
2347,12.640772878906674
1015,12.721885810807203
1081,12.610870864650634
1087,12.455858127790805
1839,12.506177237980511
2048,13.42984807715229
744,12.2783933071098
686,13.514405465180353
1563,12.911642346088676
677,13.780919113194654
3249,12.89043132005704
2382,12.367340793126296
725,12.929991484756872
1749,12.314927050442256
2907,12.357088416661945
1894,12.89921982609012
3056,12.345834587905333
1235,13.217673557208654
3133,14.01436141670944
4049,13.938612755098257
3067,13.384650715836164
2838,12.754627486106171
3551,13.527828485512494
1236,11.911701584927597
1898,13.437174117244362
4246,14.334899412390753
1037,13.767377527834967
1951,14.077874822431765
2911,13.49812500613905
2779,13.058358047428417
3698,12.751299696013497
4158,13.54108029118824
458,13.230320518909421
3127,12.86099861326992
1692,12.971540487669746
955,13.081541382884074
924,13.075271769870477
3167,12.800779753276867
4039,13.42984807715229
3425,13.55758144366184
3828,13.312983737012978
338,13.853769270081365
1507,13.151922179645874
574,11.951180395901384
2805,13.049792684569493
4423,12.741834754586195
719,12.765545566117686
1195,13.39239051461739
4133,13.303016877097587
1074,12.072541252905651
305,12.834681304952548
1580,13.418757390458131
3476,13.304684934198283
2523,13.38472764187182
1288,12.86876061860541
1150,13.738953435242118
1553,13.579788224443204
376,12.958667284733538
2889,13.737549016494562
2528,13.122363377404328
2146,12.813934231807758
3601,13.797346587336603
4286,13.304684934198283
2052,13.399995114002609
3155,12.428816116823043
963,13.253391639810733
1032,12.84792653170257
3301,12.782686009834167
4264,12.641096555879882
1834,12.834681304952548
793,13.008074231002201
1501,12.560244459250788
3428,12.86099861326992
3254,13.287793066528065
1875,13.024750548537328
628,13.210374254727043
422,13.270783382522602
330,13.23560277301084
4142,14.331323723241304
1495,12.608198852372823
3243,13.785051350479566
2705,13.98525417643287
2565,13.906264921232738
3671,13.217673557208654
1139,13.864300722133706
3979,13.284482226880764
3804,13.369223455335854
2438,13.620103761621664
3495,13.710150042306449
710,12.128111104060462
1761,13.883169206438088
1101,12.971540487669746
4441,13.579788224443204
4223,12.89921982609012
3178,13.16158409055761
3765,12.289954129510877
3701,12.658739355122632
2864,12.425208175446844
1013,12.751299696013497
493,12.323855681186558
4318,12.744026936684417
2491,13.493926933836812
1245,13.190022025878143
3764,13.091904169919621
1514,13.142166004700508
1313,12.594730635321957
4367,12.585487076439373
3694,13.032438669876342
2551,13.582947784733573
3320,13.676248490630767
1535,12.928778628331663
175,13.190022025878143
981,12.500606192931057
2793,12.89921982609012
826,12.834681304952548
4170,13.244581010128577
1948,13.112313041550827
1254,12.978493006984626
2500,14.343193298796688
1621,13.235692062711331
3515,12.721551426548809
2759,13.239257128875828
764,13.639965985449344
4369,12.522099190989882
4036,13.111939234319872
1292,13.314635265051452
3577,13.864300722133706
800,12.821258284620408
1793,12.923790480024325
4508,12.401101582030257
1047,13.191516236092646
864,13.096532617369807
674,13.480037821676145
2166,13.304684934198283
3834,12.751299696013497
3347,13.304668267392726
2445,12.345834587905333
2752,13.38472764187182
238,12.644327576461329
427,12.65075846679162
3669,13.105217218569358
204,13.17115354157376
923,13.257768014410532
240,13.353475098367715
1540,13.617059619240436
3436,12.445089546000673
2876,12.388394202324129
670,13.144124869185841
862,14.01107734150825
4028,12.877740794412995
3415,13.413539339110365
1853,11.813030057420567
3830,13.458835614025542
694,13.345506928718539
2667,12.676076274775909
1023,13.110290796170059
728,13.527028165341724
133,14.169682371684887
2552,12.641782404774146
1044,13.573438996764546
366,14.083244992606359
426,13.287877815881902
4541,12.283033686666302
1140,12.524526376648708
1826,12.804881673714029
3084,13.110290796170059
259,13.249876697703288
4533,12.877485333944113
3124,12.89921982609012
4427,13.017859637467119
3030,13.594863886848652
163,13.38472764187182
3380,13.025852477023484
3626,13.635187003832993
1583,12.594730635321957
264,13.122363377404328
2920,13.715690222682063
385,13.110290796170059
2948,13.145102864373818
4127,13.698976741708323
3440,12.498742259492994
4141,13.060381585048447
701,12.2783933071098
2,12.742566016044742
272,13.710150042306449
4048,13.710150042306449
1395,13.77468856344402
277,12.65395846952229
1850,13.184398768323781
2165,13.655928488139809
2622,12.396693005138824
1284,13.279367126213993
3370,12.542544882151386
1446,12.969212197910155
3932,12.971540487669746
3238,13.304684934198283
2891,13.120361374733656
4513,12.542544882151386
3735,12.542544882151386
3130,12.676076274775909
3872,12.476099782743233
3033,12.706847933442663
1094,13.413165577192354
2143,12.345617172968069
2244,13.521139497361697
1819,12.069680020624618
2369,13.427639758257062
2730,12.683858415217964
1551,12.611537753638338
964,13.017002861746503
3460,14.038654109278484
179,13.16158409055761
2526,13.134291948269603
384,12.68215153296633
2103,13.221303325259232
3213,12.460714863903755
3211,12.788288265382837
109,12.301382825334498
687,13.31710745419684
3934,12.301382825334498
2057,13.5985975564007
4424,12.093183863451555
999,13.226723392728571
3588,12.180754837545884
2734,12.522706539931722
488,14.089347223594002
1341,13.764090939808739
1906,11.76756768334381
3757,12.230765258120545
3400,13.750438561220559
1285,13.11835535600679
4139,13.249876697703288
1503,13.641157170819497
1934,12.502466658583977
589,13.664687668229691
3582,12.92391243868049
2374,12.911642346088676
3528,11.84939770159144
1602,14.141210697603576
1157,12.976180867226248
3248,13.422467969854667
4118,12.971540487669746
3620,12.658739355122632
2693,13.411294669256542
1052,13.610943392223
4085,12.815838217151068
1174,12.727838209334498
4200,13.27594246533263
2794,13.337474757021274
3456,13.226723392728571
1916,12.154779351142624
2615,12.676076274775909
1225,13.228523573232719
68,13.560618308335483
2651,13.512376380953572
2486,13.071070083016778
1555,13.764217263576723
3225,12.72635342806692
2355,13.208541073645382
1660,14.224303456165114
3464,13.017002861746503
1122,12.890305208700545
880,14.155547860749984
1548,12.493129522588037
3583,13.180632285528304
3491,14.143374420048886
1521,12.802158113246987
2031,13.955272500339433
2967,13.94214320889764
4178,13.511021367196111
975,13.021437458814368
2381,13.698976741708323
2678,12.504323669331189
76,13.630385073837585
2089,13.321050288284548
1560,12.89921982609012
3535,12.46651198158808
4153,12.779873068457553
4255,12.84792653170257
2075,13.322852238153732
3097,13.493926933836812
4599,12.30410638580154
3926,13.226234985188736
3536,13.038981768465277
4113,11.652687407345388
2110,13.312983737012978
1255,12.524526376648708
1728,13.321214236149494
2950,12.712890247898626
4390,13.200866438891657
9,13.369223455335854
3177,13.615839362835207
3835,12.072541252905651
1957,12.584509081250419
618,13.126355398673866
786,12.919512529357881
1310,12.691580461311874
4490,12.984250075274694
69,12.80765263256463
2433,12.652359748158593
29,13.579788224443204
2728,14.140488415159751
1280,13.578014500425663
4476,13.608055791531322
846,12.84779494409793
2644,12.429216196844383
2717,13.621925808891609
300,12.330500223905226
2859,12.133501952695338
2383,13.081541382884074
2713,14.362475228346138
2488,13.541073712262515
2806,13.190022025878143
1283,11.407564949312402
1965,13.106233995474446
4212,12.2783933071098
1732,13.206704525838079
1974,14.403297222866392
3640,13.235692062711331
1371,13.122263372403996
158,12.70487629406884
874,12.45488394359296
590,13.422467969854667
2293,13.592367006650065
1997,12.721885810807203
1824,13.742939865129438
2788,13.353475098367715
3328,12.358793732547838
4041,13.142166004700508
4295,13.592367006650065
3459,13.112313041550827
2720,12.566540387707603
2204,12.942039823273047
349,12.367340793126296
2415,12.994530005894443
4208,13.296232647383299
547,13.386264921190707
1079,12.706847933442663
850,12.936033799212835
228,13.561907799165356
37,12.567934116156206
4336,13.396200043034057
2038,12.983101310070822
4557,13.06367438105565
2942,12.542544882151386
2440,13.668169970065565
1699,13.36138027787483
1620,12.860868734706196
1861,12.072541252905651
235,13.128345449081877
1751,12.345834587905333
3410,12.319401330837177
3498,12.80765263256463
1347,13.530159100850776
3174,13.687677186454389
1811,13.487006490992238
297,13.560618308335483
2630,12.464583340681674
1223,13.795307850646754
2505,13.228523573232719
137,13.097219913195639
1941,13.005829561148378
2201,12.721885810807203
1048,13.487006490992238
353,12.911642346088676
446,12.936033799212835
3129,12.721885810807203
4410,12.743286307949425
2623,12.691580461311874
1411,14.352003928478842
832,13.312983737012978
1775,12.367340793126296
856,13.503535792943449
2343,13.190022025878143
4268,13.516430440560123
1554,12.89921982609012
3896,12.429216196844383
1269,13.370784735902808
4100,12.611537753638338
1014,13.301346032932768
2101,12.873902018105829
2030,14.077874822431765
1266,11.794337924408413
2216,12.429216196844383
2815,14.151947079662003
1338,13.507625778194974
1872,13.541731390681484
3439,13.038981768465277
1465,12.14950229404178
972,12.206072645530174
4076,13.899392041944976
4278,12.983101310070822
3752,12.905450375840756
419,13.19282184105289
3375,11.918390573078392
1955,13.121362877070744
1414,13.038981768465277
2150,12.909046386907855
4273,14.657508685256573
3180,13.544357787463703
3154,12.560244459250788
53,12.556729517143344
2462,11.938193200374572
4368,11.982929094215963
3391,12.804909146618877
791,13.102160670086809
2645,12.230521325932484
1317,13.687677186454389
3093,12.363076394339839
2370,12.744026936684417
1693,12.628067055589549
1647,12.691580461311874
4342,12.581078546153629
657,12.691580461311874
4437,12.64267298256905
1900,12.965709567358951
149,12.946079556742603
4429,13.185338176565716
943,12.167851432709975
3200,13.961686668121876
1656,13.282780098810234
332,12.506177237980511
4371,12.355928401073117
852,13.263081384343208
1036,13.122363377404328
1703,13.800396920154226
503,12.706847933442663
1573,12.89921982609012
320,13.186276703147982
3368,14.100689500197937
4151,13.217673557208654
1003,12.765688433465597
4280,12.994530005894443
1311,12.180754837545884
954,13.054084536651034
1151,13.304684934198283
4131,13.056223574899784
601,13.36138027787483
3687,12.727838209334498
98,12.914354713674388
2694,13.603554196040628
4468,12.661497709525044
40,12.721885810807203
1832,12.873902018105829
2823,12.254862809699606
1791,13.62918097977278
3295,12.851866129706648
113,13.17284354129086
1698,13.028052697933088
934,13.500799813124575
454,13.279367126213993
3908,12.196022309676673
722,13.028052697933088
2184,13.514405465180353
1108,13.199324418540456
3628,12.429216196844383
2088,13.017002861746503
411,12.506177237980511
3315,13.244581010128577
3995,12.594730635321957
122,14.639686000930624
3521,12.319401330837177
394,12.445089546000673
3431,12.326075437924871
1651,13.208541073645382
2459,12.230765258120545
1377,13.437174117244362
3993,13.083622549087899
4311,13.337474757021274
1733,13.594863886848652
2509,13.58609739363647
396,13.321214236149494
3753,12.983101310070822
1100,13.785051350479566
2481,13.790192749979985
2350,12.899094818276968
516,13.132313708257497
702,12.987688474077727
1825,12.515393893085436
2480,13.652873974486718
3607,12.344964644396793
4474,12.962405870543284
406,12.524526376648708
1397,12.52434454193596
3095,12.765402678355779
1112,11.918390573078392
652,13.462400680190038
3657,12.915339207970002
3679,12.706847933442663
3002,14.093142294562554
507,12.618182296357007
1110,13.304684934198283
976,12.962194625251508
1886,13.522480879185897
3145,13.235692062711331
2556,12.834681304952548
3355,13.59747891853624
4452,11.9090975261668
4067,12.706847933442663
2841,14.085155942929903
529,11.608235644774552
161,13.314635265051452
2223,12.969212197910155
2760,13.199324418540456
2921,13.399995114002609
4391,12.523616872265867
1388,13.80949248563871
1933,13.337474757021274
413,12.853175887588712
3037,12.542544882151386
937,13.422467969854667
1515,12.751299696013497
1184,12.100712129872347
2542,13.189087009447237
2033,12.983101310070822
2719,13.190022025878143
1373,12.70381302974751
2287,12.777052192115912
4329,13.15773052124162
3953,13.226633298580126
711,13.275599353303187
3028,13.604789526648622
2362,13.124361380067002
3112,12.936033799212835
3223,11.842229212112828
3654,12.986543654261794
1945,13.589863876431945
564,14.454729396498664
2203,11.512925464970229
44,12.367340793126296
4486,12.344222419494702
2853,12.560244459250788
746,13.579788224443204
4308,13.652991628466498
4373,12.756359338177077
3040,12.61152108683278
655,13.550176889176255
3618,13.301346032932768
3506,12.285345826424681
323,13.475833190394113
2672,13.997832114758229
806,13.312983737012978
4029,12.599718176832996
4024,12.987688474077727
680,12.736700896592344
2510,13.262125319779487
3434,13.5985975564007
1137,13.081541382884074
4010,12.345834587905333
4196,13.604789526648622
425,12.468436909997665
2131,13.369223455335854
3800,12.942849076577568
1947,13.527761816623505
3721,14.075564463298582
2578,13.169246963303179
2180,13.255144488638146
600,13.180632285528304
1798,13.304684934198283
2471,13.691080479586097
2753,12.80765263256463
3952,12.994507278363448
1038,13.151922179645874
783,12.988831984779805
1268,14.291744736960645
4363,12.079516866642077
3212,12.733755386362587
2193,13.251635713108469
121,12.567237494741757
778,12.65075846679162
984,13.17115354157376
3081,13.217673557208654
2345,13.608486388529947
745,14.557447902693651
2409,13.415032991367148
1764,12.65075846679162
3098,12.834681304952548
3483,12.20856952572876
1171,13.8878312195439
3767,13.617059619240436
1425,13.353475098367715
176,12.556729517143344
2490,11.76756768334381
2586,13.049792684569493
82,13.270783382522602
805,13.493926933836812
2724,14.256986103595471
1878,13.681979165339751
141,12.736700896592344
2000,12.837344422372032
1318,12.821258284620408
1058,12.999065161059836
3760,12.715561376052493
2702,13.224919965729422
4014,13.071070083016778
1199,12.976180867226248
2294,13.825460888817442
4237,12.68075282265981
3173,12.911642346088676
838,13.005829561148378
1739,12.702292116906802
4093,12.92391243868049
232,13.142166004700508
3907,12.388394202324129
1355,14.319311566793301
1462,12.821258284620408
1818,13.484224848030362
1424,13.591116224748411
3651,13.007625699933905
820,13.337474757021274
886,13.171058298943088
393,12.321630986164447
2308,12.823957341589573
1780,12.994530005894443
2169,13.345506928718539
2839,12.193493863323313
476,12.739637756265655
4532,13.418757390458131
456,12.676076274775909
108,12.89921982609012
2661,12.936033799212835
762,12.594730635321957
4483,12.988831984779805
789,13.591116224748411
3566,12.611537753638338
11,14.151982794585487
1138,12.688498794774466
2540,12.943236711506893
1278,13.221303325259232
3659,12.79246945614324
672,12.782686009834167
1944,13.437174117244362
1905,12.936033799212835
2025,13.849911984681606
2774,12.388185847286392
3156,13.359226779658782
4299,12.779873068457553
700,13.769466619462868
2701,12.706847933442663
3910,13.993656743347747
119,13.304684934198283
274,13.262125319779487
4471,12.468244583811861
1396,13.122363377404328
4321,13.237476184504834
3728,13.137251989898079
2770,12.072541252905651
1633,12.682306824526545
4233,13.851842487211664
215,12.190959007720126
1587,11.326595886778735
1231,12.367340793126296
392,13.038981768465277
27,13.45597438174451
2232,12.634238139159114
752,12.765545566117686
4249,12.886641043883259
2835,12.206072645530174
478,13.997832114758229
2577,13.66701054964583
3382,12.206072645530174
909,13.652991628466498
3556,12.971540487669746
2379,13.279367126213993
2949,12.292250341771226
4222,12.611137673616998
2151,13.795307850646754
2879,13.881298298502276
563,12.936033799212835
2284,12.691580461311874
921,12.969212197910155
3975,13.524489584246979
969,13.034624463096321
1212,12.84792653170257
913,12.815838217151068
4456,11.794337924408413
4466,12.955247843041896
2243,13.527828485512494
3304,12.528156144699286
723,12.721885810807203
2126,13.071070083016778
2123,12.994530005894443
1027,13.687620366658358
597,13.91535589293399
6,12.721885810807203
1061,12.254862809699606
1449,12.694652660348845
4359,12.993013705375722
4083,12.92391243868049
997,13.527761816623505
3997,12.676076274775909
3035,12.580734844483294
3234,14.038654109278484
4020,13.407542319637992
653,13.244581010128577
2635,13.071070083016778
1467,13.782987366258714
3553,12.25462468611234
48,13.007401358934647
318,13.795307850646754
3544,12.92391243868049
2756,12.594730635321957
3585,13.060275185090907
1950,12.886641043883259
2781,13.51425410237423
340,12.4130868149145
4516,12.687984259130493
4372,12.377220901724598
3850,12.871334622600584
3296,13.239435048990167
2980,14.690979295318174
1215,12.464583340681674
3534,14.297936089924425
4079,13.148031124152906
2357,14.09692301740246
518,13.761582215938718
1724,12.52434454193596
3350,12.506177237980511
766,13.054084536651034
3051,12.524526376648708
1168,11.918390573078392
474,13.739708844547993
3066,12.582795284772684
3774,13.337474757021274
268,12.966878474563934
1049,12.832011076396668
2896,13.37855478276474
2584,14.353464849118517
4214,13.217673557208654
3613,13.060487973686241
107,13.901688254205327
4285,13.208541073645382
1983,13.122263372403996
4309,12.98564978408848
2981,12.873902018105829
3889,12.560244459250788
1426,12.495003937382387
3663,13.081541382884074
3971,12.854483932248728
4303,13.507625778194974
2404,13.012548511397123
1694,13.603554196040628
813,12.89921982609012
1476,13.521139497361697
1158,12.611537753638338
2332,13.028052697933088
912,13.458835614025542
2974,12.779873068457553
2782,13.250668637557252
438,13.08455766266843
609,12.931202871943169
2498,13.591116224748411
2825,14.237504968023648
4088,12.994530005894443
1055,12.180754837545884
2900,13.060487973686241
1354,12.936033799212835
993,12.468436909997665
2095,12.571930299043558
2358,13.572164299332545
2142,12.506177237980511
1603,12.765402678355779
4484,13.371772287634098
1296,13.270783382522602
1808,12.971540487669746
3369,13.369223455335854
3256,12.793859310432293
3195,13.215853720491667
459,12.26434155365415
254,13.190022025878143
1920,13.208541073645382
303,13.444446876573442
3692,12.858298868339832
676,13.034624463096321
1550,12.911642346088676
2192,13.592367006650065
4193,11.950857763215895
3598,12.936033799212835
2998,13.493926933836812
41,12.468436909997665
4475,13.03607295258767
1549,13.335860551666734
1264,13.758940206475879
3862,13.491164501140902
865,12.733755386362587
3710,13.122363377404328
1663,12.429216196844383
4445,13.491501581252477
3197,13.337474757021274
3401,13.158695306651719
1041,12.922242752847655
1612,13.527828485512494
3080,12.754049534926956
187,12.292250341771226
932,12.606357693596795
251,12.658739355122632
357,13.36295384232226
278,13.334373177900108
1717,13.676248490630767
1463,13.049792684569493
2280,13.407542319637992
1923,13.321214236149494
610,12.569325904829029
3302,13.527828485512494
1374,13.071070083016778
328,12.230765258120545
781,13.61705352166087
3579,13.835313185260453
3742,13.499472905775004
1962,13.769466619462868
2470,12.819906019370393
2631,13.67170831455413
3100,13.060487973686241
2115,12.751299696013497
2863,13.142166004700508
784,12.765688433465597
3406,12.323855681186558
4162,12.676076274775909
522,12.165250651009918
3405,13.624350052503114
1210,12.791077667470416
1083,13.445895102749807
1017,12.611537753638338
1403,12.911642346088676
1723,12.751299696013497
2797,12.235631447771718
4547,12.48472658677195
1244,12.855790268162783
3473,13.366093562326927
3480,12.345834587905333
145,12.936033799212835
8,13.022543042122118
3039,13.592367006650065
3487,13.410545324897761
80,13.348701819615057
1978,13.321214236149494
2210,13.398478813484644
3614,12.736406735684207
1106,13.17115354157376
1444,13.707925347284336
1846,12.542544882151386
3435,12.440156136882718
3919,13.38472764187182
359,14.22097566607244
1915,13.581053246749791
486,13.527828485512494
1187,13.3624820329245
13,12.80765263256463
2669,12.449018824140563
2880,12.772664047202023
4129,12.449018824140563
1610,13.102160670086809
2226,14.400515579904516
757,13.112313041550827
1063,13.248114582709889
4228,13.42984807715229
84,13.091904169919621
4112,12.429216196844383
3424,12.644327576461329
966,12.611537753638338
4387,11.585246126549855
3416,12.447448965105444
3481,13.193753373491
59,12.594730635321957
3633,12.92391243868049
1918,13.197470849891134
1976,13.053656179394538
3201,12.765545566117686
3859,14.077874822431765
1673,13.17115354157376
4564,12.81614387695409
4310,13.287708309991167
3578,13.473020249017498
477,12.367340793126296
4335,13.132313708257497
1117,12.672911898413817
715,12.429216196844383
2074,13.102160670086809
2964,13.764217263576723
4267,12.2783933071098
2054,12.560244459250788
1372,13.049792684569493
4134,12.897969044188466
3184,12.845291484064564
4240,13.060487973686241
2640,13.313809841975283
391,13.547631112808673
2268,13.186486812405569
1238,13.175998926570239
58,12.86099861326992
568,12.388185847286392
3913,14.444119217386648
2531,13.263862939678027
4352,12.376776380790929
26,13.329377546788654
3685,13.180632285528304
1897,13.804449610604848
2617,13.057291380660613
1293,12.718896271958837
3403,13.864300722133706
1173,12.675920012567607
1136,12.793859310432293
1626,13.180632285528304
717,13.641157170819497
1748,13.062613372998555
1025,12.955127458028414
588,11.407564949312402
2507,13.199324418540456
1854,12.987688474077727
1477,13.641752231830807
2666,13.312983737012978
4489,13.579788224443204
4346,16.372660346947274
4046,13.17628321939376
3758,12.7868906411162
855,13.098070684835283
2472,13.764217263576723
3294,13.317930160948304
2979,13.737549016494562
1737,12.89921982609012
774,13.596234518176553
859,12.577636201962656
1785,12.367340793126296
2855,13.16158409055761
819,12.631340380934517
3237,12.691580461311874
3343,13.38472764187182
2554,13.410545324897761
455,13.005829561148378
52,13.5985975564007
1806,12.235631447771718
3188,12.660010407089116
20,13.527828485512494
194,12.542544882151386
1213,13.399995114002609
2743,12.444219088522305
1086,12.793859310432293
1346,12.468436909997665
1217,12.971540487669746
2312,12.721885810807203
3016,13.9108207377686
3265,13.355853220772683
1454,12.628067055589549
2857,11.695247021764184
3407,12.37102336582647
2969,13.432051530118724
4184,11.918390573078392
2096,13.955272500339433
1756,13.476535191124942
4274,13.296316684527767
1735,12.876462838967504
3426,13.414958361716755
2271,12.899094818276968
3371,12.230765258120545
585,12.751299696013497
3955,13.319573546692034
360,13.674522864663297
603,14.253765488895429
3592,12.367340793126296
3283,13.81049801614073
3555,13.493926933836812
689,12.89921982609012
3791,14.67713388849612
1599,12.959844447906553
468,12.886514453592564
1315,12.528156144699286
1147,13.345506928718539
1686,13.495298406730877
2334,13.038981768465277
1222,12.691580461311874
1714,13.190022025878143
2080,13.248996028337695
3805,13.038981768465277
3653,12.699243334057444
1099,13.190022025878143
2828,13.017002861746503
4238,13.001325049027272
4251,12.138863895836725
795,12.388185847286392
3851,13.37700559577791
2611,13.169151538903087
3447,12.911642346088676
557,13.563195629349785
4470,13.491501581252477
4568,12.033701419587407
315,12.736553826954605
1604,13.38472764187182
926,13.043320170063875
2181,13.840203170554645
3650,13.102160670086809
2931,13.081541382884074
602,13.270783382522602
3005,13.296316684527767
1103,13.475833190394113
2751,12.483704382128453
1592,12.628067055589549
67,12.644327576461329
157,13.058358047428417
2005,14.162640089059476
2947,12.959844447906553
1959,12.388394202324129
1980,12.013700752882718
3576,13.235692062711331
4482,12.868463191349958
1648,13.623744542342319
3737,13.151922179645874
344,13.102140261715295
1352,13.151922179645874
3733,13.214030565930152
442,13.632788921148979
3803,12.611537753638338
2205,12.441144767709657
3261,13.652991628466498
1636,14.043840635965784
4106,11.906493415053063
505,13.652991628466498
3151,12.911642346088676
4319,12.611371073081239
18,12.460521046672795
2601,12.561997308078203
2248,13.392810273834405
646,12.911889229190782
3870,13.353475098367715
1930,12.54236629477704
772,13.547631112808673
47,12.917796211663054
4247,12.791077667470416
1929,13.389332408258568
4179,13.251635713108469
3270,13.369048440021569
1485,12.779873068457553
4060,13.681979165339751
2545,12.786011933487384
1773,12.542544882151386
3090,12.793859310432293
3682,14.085155942929903
1637,15.126542434583618
2686,11.867097278690842
3790,13.132313708257497
1045,12.388394202324129
1211,12.611537753638338
1252,12.206072645530174
1010,14.340239086899256
2898,13.071070083016778
1627,12.896716695872
3843,13.199324418540456
2302,12.577636201962656
1260,13.316284070041636
2348,13.017002861746503
1885,13.159659162148026
128,12.409013489526863
4388,12.611537753638338
1054,12.201060103706629
3488,13.399995114002609
1257,13.226399015799739
1105,12.301382825334498
1925,13.547631112808673
1541,11.884489021402711
2434,14.03062193758122
3144,12.727838209334498
4241,13.208541073645382
2055,12.983101310070822
1845,13.934182087681773
4501,12.359508784420992
4265,12.928778628331663
3587,13.484920984501217
1301,14.508657738524219
2132,13.00019574343012
4154,13.419500608626866
3518,13.17115354157376
3905,13.830399170458024
4344,13.652991628466498
1263,13.401893311285688
3509,12.821258284620408
2506,12.049418835484797
2814,13.617059619240436
767,13.1470559899947
4518,12.422795629041461
1030,13.345506928718539
3166,13.415032991367148
3452,12.994530005894443
4590,12.84971586556317
2249,12.8790171187726
1857,11.691071650353702
1512,12.13859648040526
1709,12.577636201962656
2771,13.38472764187182
354,13.195613839143922
2213,13.399237251139507
1543,14.713026134512095
876,12.2783933071098
4473,12.377220901724598
2209,13.088392857833176
2297,13.2714366173941
4242,12.936033799212835
884,13.071070083016778
490,12.92391243868049
2776,13.652991628466498
4176,12.644327576461329
2829,13.463112170792803
